series,cond,entry,f,sl,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,sig_maker
BTCUSDT-1h,smaAbove,PB,1.5,low,1754,-11.86,-4.86,-6.2,-3.4,0.142,False
BTCUSDT-1h,trendHi,PB,1.5,low,1165,-11.94,-4.94,-6.8,-3.0,0.143,False
BTCUSDT-1h,XL,PB,1.5,low,717,-13.05,-6.05,-8.6,-3.5,0.113,False
BTCUSDT-1h,XLtrend,PB,1.5,low,346,-11.98,-4.98,-8.9,-0.6,0.127,False
BTCUSDT-1h,loud,PB,1.5,mid,1117,-11.73,-4.73,-6.3,-3.0,0.073,False
BTCUSDT-1h,uwd10,PB,1.5,mid,930,-11.61,-4.61,-5.8,-3.3,0.042,False
BTCUSDT-1h,uwd910,PB,1.5,mid,1832,-11.82,-4.82,-5.7,-3.8,0.059,False
BTCUSDT-1h,prevBull,PB,1.5,mid,1630,-11.61,-4.61,-5.7,-3.5,0.076,False
BTCUSDT-1h,smaAbove,PB,1.5,mid,1754,-11.59,-4.59,-5.5,-3.5,0.073,False
BTCUSDT-1h,trendHi,PB,1.5,mid,1165,-11.38,-4.38,-5.7,-2.9,0.076,False
BTCUSDT-1h,XL,PB,1.5,mid,717,-12.0,-5.0,-6.8,-3.2,0.06,False
BTCUSDT-1h,XLtrend,PB,1.5,mid,346,-10.58,-3.58,-6.6,-0.2,0.072,False
ETHUSDT-1h,loud,MKT,1.0,low,1330,-18.38,-11.38,-15.1,-7.6,0.424,False
ETHUSDT-1h,uwd10,MKT,1.0,low,1000,-16.47,-9.47,-12.9,-6.4,0.344,False
ETHUSDT-1h,uwd910,MKT,1.0,low,1998,-19.02,-12.02,-14.4,-9.6,0.381,False
ETHUSDT-1h,prevBull,MKT,1.0,low,1780,-19.83,-12.83,-15.5,-10.2,0.401,False
ETHUSDT-1h,smaAbove,MKT,1.0,low,1977,-18.98,-11.98,-14.3,-9.6,0.401,False
ETHUSDT-1h,trendHi,MKT,1.0,low,1375,-19.35,-12.35,-15.6,-9.3,0.404,False
ETHUSDT-1h,XL,MKT,1.0,low,820,-18.21,-11.21,-16.2,-6.3,0.38,False
ETHUSDT-1h,XLtrend,MKT,1.0,low,385,-11.14,-4.14,-11.6,3.0,0.41,False
ETHUSDT-1h,loud,MKT,1.0,mid,1330,-17.91,-10.91,-14.5,-7.2,0.393,False
ETHUSDT-1h,uwd10,MKT,1.0,mid,1000,-15.78,-8.78,-12.0,-5.7,0.323,False
ETHUSDT-1h,uwd910,MKT,1.0,mid,1998,-18.38,-11.38,-13.7,-9.1,0.35,False
ETHUSDT-1h,prevBull,MKT,1.0,mid,1780,-19.57,-12.57,-15.0,-10.0,0.365,False
ETHUSDT-1h,smaAbove,MKT,1.0,mid,1977,-18.74,-11.74,-14.0,-9.5,0.364,False
ETHUSDT-1h,trendHi,MKT,1.0,mid,1375,-19.31,-12.31,-15.5,-9.4,0.364,False
ETHUSDT-1h,XL,MKT,1.0,mid,820,-17.2,-10.2,-14.8,-5.6,0.356,False
ETHUSDT-1h,XLtrend,MKT,1.0,mid,385,-10.23,-3.23,-10.3,3.5,0.387,False
ETHUSDT-1h,loud,MKT,1.5,low,1330,-13.62,-6.62,-11.1,-2.0,0.373,False
ETHUSDT-1h,uwd10,MKT,1.5,low,1000,-14.03,-7.03,-10.8,-3.3,0.291,False
ETHUSDT-1h,uwd910,MKT,1.5,low,1998,-15.66,-8.66,-11.5,-5.8,0.334,False
ETHUSDT-1h,prevBull,MKT,1.5,low,1780,-15.89,-8.89,-11.8,-5.7,0.362,False
ETHUSDT-1h,smaAbove,MKT,1.5,low,1977,-15.25,-8.25,-11.0,-5.4,0.362,False
ETHUSDT-1h,trendHi,MKT,1.5,low,1375,-15.38,-8.38,-12.3,-4.7,0.364,False
ETHUSDT-1h,XL,MKT,1.5,low,820,-14.14,-7.14,-13.0,-1.3,0.324,False
ETHUSDT-1h,XLtrend,MKT,1.5,low,385,-5.5,1.5,-7.3,10.5,0.364,False
ETHUSDT-1h,loud,MKT,1.5,mid,1330,-13.77,-6.77,-11.0,-2.4,0.339,False
ETHUSDT-1h,uwd10,MKT,1.5,mid,1000,-13.41,-6.41,-10.0,-2.8,0.271,False
ETHUSDT-1h,uwd910,MKT,1.5,mid,1998,-15.28,-8.28,-10.9,-5.5,0.305,False
ETHUSDT-1h,prevBull,MKT,1.5,mid,1780,-15.96,-8.96,-11.8,-5.8,0.328,False
ETHUSDT-1h,smaAbove,MKT,1.5,mid,1977,-15.17,-8.17,-10.8,-5.3,0.328,False
ETHUSDT-1h,trendHi,MKT,1.5,mid,1375,-15.59,-8.59,-12.4,-5.1,0.327,False
ETHUSDT-1h,XL,MKT,1.5,mid,820,-13.81,-6.81,-12.3,-1.2,0.295,False
ETHUSDT-1h,XLtrend,MKT,1.5,mid,385,-4.98,2.02,-6.7,10.7,0.338,False
ETHUSDT-1h,loud,PB,1.0,low,1121,-12.69,-5.69,-7.9,-3.5,0.164,False
ETHUSDT-1h,uwd10,PB,1.0,low,936,-12.01,-5.01,-6.7,-3.2,0.131,False
ETHUSDT-1h,uwd910,PB,1.0,low,1827,-12.92,-5.92,-7.2,-4.8,0.155,False
ETHUSDT-1h,prevBull,PB,1.0,low,1580,-12.98,-5.98,-7.3,-4.6,0.173,False
ETHUSDT-1h,smaAbove,PB,1.0,low,1755,-12.28,-5.28,-6.6,-3.9,0.172,False
ETHUSDT-1h,trendHi,PB,1.0,low,1215,-12.02,-5.02,-6.8,-3.2,0.18,False
ETHUSDT-1h,XL,PB,1.0,low,717,-13.04,-6.04,-8.5,-3.4,0.145,False
ETHUSDT-1h,XLtrend,PB,1.0,low,329,-12.18,-5.18,-9.0,-1.3,0.146,False
ETHUSDT-1h,loud,PB,1.0,mid,1121,-12.88,-5.88,-7.3,-4.4,0.084,False
ETHUSDT-1h,uwd10,PB,1.0,mid,936,-11.69,-4.69,-5.8,-3.5,0.068,False
ETHUSDT-1h,uwd910,PB,1.0,mid,1827,-12.59,-5.59,-6.4,-4.8,0.075,False
ETHUSDT-1h,prevBull,PB,1.0,mid,1580,-13.09,-6.09,-6.9,-5.3,0.08,False
ETHUSDT-1h,smaAbove,PB,1.0,mid,1755,-12.42,-5.42,-6.3,-4.5,0.084,False
ETHUSDT-1h,trendHi,PB,1.0,mid,1215,-12.57,-5.57,-6.8,-4.3,0.086,False
ETHUSDT-1h,XL,PB,1.0,mid,717,-12.44,-5.44,-7.1,-3.6,0.078,False
ETHUSDT-1h,XLtrend,PB,1.0,mid,329,-11.71,-4.71,-7.2,-2.2,0.082,False
ETHUSDT-1h,loud,PB,1.5,low,1121,-12.37,-5.37,-7.9,-2.8,0.133,False
ETHUSDT-1h,uwd10,PB,1.5,low,936,-12.33,-5.33,-7.2,-3.2,0.094,False
ETHUSDT-1h,uwd910,PB,1.5,low,1827,-12.85,-5.85,-7.3,-4.5,0.12,False
ETHUSDT-1h,prevBull,PB,1.5,low,1580,-13.12,-6.12,-7.7,-4.4,0.135,False
ETHUSDT-1h,smaAbove,PB,1.5,low,1755,-12.68,-5.68,-7.1,-4.1,0.132,False
ETHUSDT-1h,trendHi,PB,1.5,low,1215,-12.41,-5.41,-7.5,-3.3,0.137,False
ETHUSDT-1h,XL,PB,1.5,low,717,-12.49,-5.49,-8.3,-2.3,0.116,False
ETHUSDT-1h,XLtrend,PB,1.5,low,329,-12.43,-5.43,-9.7,-1.3,0.112,False
ETHUSDT-1h,loud,PB,1.5,mid,1121,-12.99,-5.99,-7.7,-4.3,0.062,False
ETHUSDT-1h,uwd10,PB,1.5,mid,936,-11.65,-4.65,-6.0,-3.2,0.049,False
ETHUSDT-1h,uwd910,PB,1.5,mid,1827,-12.4,-5.4,-6.4,-4.4,0.058,False
ETHUSDT-1h,prevBull,PB,1.5,mid,1580,-12.87,-5.87,-6.9,-4.8,0.065,False
ETHUSDT-1h,smaAbove,PB,1.5,mid,1755,-12.44,-5.44,-6.4,-4.3,0.066,False
ETHUSDT-1h,trendHi,PB,1.5,mid,1215,-12.37,-5.37,-6.8,-3.9,0.067,False
ETHUSDT-1h,XL,PB,1.5,mid,717,-12.07,-5.07,-7.1,-2.8,0.06,False
ETHUSDT-1h,XLtrend,PB,1.5,mid,329,-11.44,-4.44,-7.6,-1.3,0.061,False
